
0.65,0.6467750215213016
0.85,0.6720854861424183
0.5,0.6052528834716724
0.35,0.5446519516372303
0.95,0.5138326955560434
0.75,0.660905201891103
0.6,0.633601244053508
0.85,0.6720854861424183
0.44999999999999996,0.5756309652904343
0.7,0.6537096345595059
0.5499999999999999,0.623525772815272
0.7999999999999999,0.6588439221377627
0.05,0.49925784704713455
0.15000000000000002,0.4992836522063314
0.25,0.5169007394460637
0.75,0.0
0.2,0.0807408432634378
0.1,0.08199211019954628
0.2,0.0807408432634378
0.30000000000000004,0.056795953395179295
0.6,0.20835181386775212
0.6,0.014003066475876715
